ECG_CH2,TEMP_CH4,Freq,Channels,File,t,EDA_CH3,Task
33344,37156,1000,2,0,48600.0,,passiveViewing_01
29396,36936,1000,2,0,48660.0,,passiveViewing_01
26730,36788,1000,2,0,48720.0,,blankScreen_01
30984,36592,1000,2,0,48780.0,,blankScreen_01
33216,36560,1000,2,0,48840.0,,blankScreen_01
30452,36546,1000,2,0,48900.0,,
32904,36620,1000,2,0,48960.0,,BP_01
32936,36528,1000,2,0,49020.0,,
31360,36680,1000,2,0,49080.0,,
32636,36626,1000,2,0,49140.0,,
31912,36720,1000,2,0,49200.0,,
32332,37216,1000,2,0,49260.0,,
34144,37540,1000,2,0,49320.0,,
33096,37656,1000,2,0,49380.0,,
33152,37468,1000,2,0,49440.0,,
32616,37020,1000,2,0,49500.0,,
32908,36856,1000,2,0,49560.0,,
36856,36688,1000,2,0,49620.0,,
28800,36640,1000,2,0,49680.0,,
33312,36612,1000,2,0,49740.0,,
30088,36736,1000,2,0,49800.0,,
31140,36524,1000,2,0,49860.0,,
33384,36682,1000,2,0,49920.0,,blankScreen_02
33240,36628,1000,2,0,49980.0,,blankScreen_02
32672,36584,1000,2,0,50040.0,,blankScreen_02
30192,36560,1000,2,0,50100.0,,BP_02
32524,36344,1000,2,0,50160.0,,
33224,36520,1000,2,0,50220.0,,
34364,36532,1000,2,0,50280.0,,
32536,36584,1000,2,0,50340.0,,
32800,36600,1000,2,0,50400.0,,
32648,36596,1000,2,0,50460.0,,
33048,36444,1000,2,0,50520.0,,
29452,36416,1000,2,0,50580.0,,
33132,36488,1000,2,0,50640.0,,
33260,36636,1000,2,0,50700.0,,
35456,36644,1000,2,0,50760.0,,
32804,36484,1000,2,0,50820.0,,
35460,36608,1000,2,0,50880.0,,
34844,36600,1000,2,0,50940.0,,
31984,36624,1000,2,0,51000.0,,
29168,36324,1000,2,0,51060.0,,
33568,36280,1000,2,0,51120.0,,
36988,36364,1000,2,0,51180.0,,
33396,36532,1000,2,0,51240.0,,
27402,36196,1000,2,0,51300.0,,
33372,36228,1000,2,0,51360.0,,
31328,36320,1000,2,0,51420.0,,
28024,36436,1000,2,0,51480.0,,
32069,36508,1000,2,0,51540.0,,blankScreen_03
33004,36356,1000,2,0,51600.0,,blankScreen_03
30864,36420,1000,2,0,51660.0,,blankScreen_03
32080,36446,1000,2,0,51720.0,,BP_03
32928,36364,1000,2,0,51780.0,,
32044,36720,1000,2,0,51840.0,,
32568,36744,1000,2,0,51900.0,,
35392,36888,1000,3,1,52080.0,2629.0,blankScreen_04
29124,36984,1000,3,1,52140.0,2341.0,blankScreen_04
31352,37121,1000,3,1,52200.0,2084.0,blankScreen_04
31554,36736,1000,3,1,52260.0,2420.0,BP_04
32376,36500,1000,3,1,52320.0,2686.0,
31080,36476,1000,3,1,52380.0,2550.0,
33408,36384,1000,3,1,52440.0,2682.0,
31932,36384,1000,3,1,52500.0,2897.0,
35668,36164,1000,3,1,52560.0,1955.0,
30856,36164,1000,3,1,52620.0,2003.0,
37500,36472,1000,3,1,52680.0,2173.0,
34772,35488,1000,3,1,52740.0,2105.0,
29344,35396,1000,3,1,52800.0,2592.0,
23008,35222,1000,3,1,52860.0,3804.0,
24020,35788,1000,3,1,52920.0,3607.0,BP_05
56924,36052,1000,3,1,52980.0,4578.0,BP_05
32024,35976,1000,3,1,53040.0,5207.0,blankScreen_05
32336,36456,1000,3,1,53100.0,5783.0,blankScreen_05
35385,36372,1000,3,1,53160.0,6368.0,blankScreen_05
29768,36398,1000,3,1,53220.0,6156.0,BP_06
32164,36136,1000,3,1,53280.0,5987.0,BP_06
25720,36760,1000,3,1,53340.0,5605.0,
32092,36826,1000,3,1,53400.0,5238.0,
32380,36914,1000,3,1,53460.0,5024.0,
45480,37024,1000,3,1,53520.0,3874.0,
33220,36704,1000,3,1,53580.0,4128.0,
31824,36284,1000,3,1,53640.0,3895.0,
