ECG_CH2,TEMP_CH4,Freq,Channels,File,t,EDA_CH3,Task
28104,32032,1000,3,1,36720.0,43.0,
29708,28362,1000,3,1,36780.0,43.0,
30730,29260,1000,3,1,36840.0,44.0,
34992,28850,1000,3,1,36900.0,43.0,
64612,28224,1000,3,1,36960.0,43.0,
19646,28276,1000,3,1,37020.0,43.0,
21832,31184,1000,3,1,37080.0,43.0,
56320,28356,1000,3,1,37140.0,44.0,
26892,26774,1000,3,1,37200.0,43.0,
27246,26976,1000,3,1,37260.0,43.0,
37636,27824,1000,3,1,37320.0,42.0,
30860,28304,1000,3,1,37380.0,42.0,
31602,28272,1000,3,1,37440.0,43.0,
60292,28668,1000,3,1,37500.0,44.0,
61456,27816,1000,3,1,37560.0,43.0,BP_05
38760,27444,1000,3,1,37620.0,44.0,BP_05
30916,27368,1000,3,1,37680.0,44.0,blankScreen_05
28942,27333,1000,3,1,37740.0,45.0,blankScreen_05
31777,27488,1000,3,1,37800.0,44.0,blankScreen_05
30400,28242,1000,3,1,37860.0,44.0,BP_06
33664,28396,1000,3,1,37920.0,44.0,BP_06
33512,28268,1000,3,1,37980.0,46.0,
30580,28056,1000,3,1,38040.0,45.0,
31226,27952,1000,3,1,38100.0,46.0,
28732,28096,1000,3,1,38160.0,46.0,
34936,27912,1000,3,1,38220.0,49.0,
