TEMP_CH1,ECG_CH2,Freq,Channels,File,t,Task
28832,34636,1000,2,0,37800.0,passiveViewing_01
28820,32556,1000,2,0,37860.0,passiveViewing_01
28744,33816,1000,2,0,37920.0,passiveViewing_01
28696,35096,1000,2,0,37980.0,passiveViewing_01
28668,31144,1000,2,0,38040.0,passiveViewing_01
28656,29160,1000,2,0,38100.0,passiveViewing_01
28652,33616,1000,2,0,38160.0,passiveViewing_01
28636,34616,1000,2,0,38220.0,passiveViewing_01
28628,32332,1000,2,0,38280.0,blankScreen_01
28636,32230,1000,2,0,38340.0,blankScreen_01
28632,32900,1000,2,0,38400.0,blankScreen_01
28706,31144,1000,2,0,38460.0,BP_01
28788,33088,1000,2,0,38520.0,BP_01
29308,31104,1000,2,0,38580.0,
29176,31656,1000,2,0,38640.0,
29152,35984,1000,2,0,38700.0,
29156,32288,1000,2,0,38760.0,
29160,30928,1000,2,0,38820.0,
29188,33108,1000,2,0,38880.0,
29180,31992,1000,2,0,38940.0,
29160,33192,1000,2,0,39000.0,
29140,48168,1000,2,0,39060.0,
30844,29300,1000,2,0,39120.0,
32266,32040,1000,2,0,39180.0,
35680,36312,1000,2,0,39240.0,
35200,22732,1000,2,0,39300.0,
32088,30476,1000,2,0,39360.0,
29648,33560,1000,2,0,39420.0,blankScreen_02
29178,33856,1000,2,0,39480.0,blankScreen_02
29036,34080,1000,2,0,39540.0,blankScreen_02
29056,34044,1000,2,0,39600.0,BP_02
29172,31892,1000,2,0,39660.0,
29048,56700,1000,2,0,39720.0,
29024,32936,1000,2,0,39780.0,
29018,33328,1000,2,0,39840.0,
29000,31176,1000,2,0,39900.0,
28988,55368,1000,2,0,39960.0,
28976,32836,1000,2,0,40020.0,
28960,31072,1000,2,0,40080.0,
28944,31688,1000,2,0,40140.0,
28936,32952,1000,2,0,40200.0,
28920,31856,1000,2,0,40260.0,
28896,30364,1000,2,0,40320.0,
28884,31200,1000,2,0,40380.0,
28896,30160,1000,2,0,40440.0,
28876,31336,1000,2,0,40500.0,
28880,30892,1000,2,0,40560.0,
28876,35228,1000,2,0,40620.0,
28872,32096,1000,2,0,40680.0,
28864,36800,1000,2,0,40740.0,
28844,32196,1000,2,0,40800.0,
28844,32892,1000,2,0,40860.0,
28840,29036,1000,2,0,40920.0,
28832,32928,1000,2,0,40980.0,
28852,34512,1000,2,0,41040.0,
28856,47872,1000,2,0,41100.0,
28848,34092,1000,2,0,41160.0,
28840,32964,1000,2,0,41220.0,blankScreen_03
28840,28676,1000,2,0,41280.0,blankScreen_03
28856,33712,1000,2,0,41340.0,blankScreen_03
28888,28640,1000,2,0,41400.0,BP_03
28880,35692,1000,2,0,41460.0,
28808,31836,1000,2,0,41520.0,
28860,33904,1000,2,0,41580.0,
28864,29040,1000,2,0,41640.0,
29296,32682,1000,2,1,41880.0,blankScreen_04
29096,31260,1000,2,1,41940.0,blankScreen_04
28964,33056,1000,2,1,42000.0,BP_04
28944,32660,1000,2,1,42060.0,BP_04
30552,31576,1000,2,1,42120.0,
31674,32662,1000,2,1,42180.0,
32076,29508,1000,2,1,42240.0,
30216,32464,1000,2,1,42300.0,
35028,30666,1000,2,1,42360.0,Exercise
34442,28234,1000,2,1,42420.0,Exercise
33772,31450,1000,2,1,42480.0,Exercise
33688,38294,1000,2,1,42540.0,Exercise
33740,29378,1000,2,1,42600.0,Exercise
34116,25812,1000,2,1,42660.0,Exercise
34136,27232,1000,2,1,42720.0,Exercise
34812,29350,1000,2,1,42780.0,BP_05
30960,35332,1000,2,1,42840.0,BP_05
29900,32872,1000,2,1,42900.0,blankScreen_05
29392,30588,1000,2,1,42960.0,blankScreen_05
29232,31672,1000,2,1,43020.0,blankScreen_05
29192,33984,1000,2,1,43080.0,BP_06
29152,38080,1000,2,1,43140.0,BP_06
29196,32500,1000,2,1,43200.0,
32876,34152,1000,2,1,43260.0,
33932,31316,1000,2,1,43320.0,
30272,29040,1000,2,1,43380.0,
29564,30366,1000,2,1,43440.0,
29292,33506,1000,2,1,43500.0,
