TEMP_CH1,ECG_CH2,Freq,Channels,File,t,Task
36160,32988,1000,2,0,34020.0,
36284,31544,1000,2,0,34080.0,
36308,32792,1000,2,0,34140.0,
36292,32436,1000,2,0,34200.0,
36272,32776,1000,2,0,34260.0,
36288,32216,1000,2,0,34320.0,
36260,33720,1000,2,0,34380.0,
36264,32536,1000,2,0,34440.0,
36264,32788,1000,2,0,34500.0,
36236,32200,1000,2,0,34560.0,
36236,29924,1000,2,0,34620.0,
36240,33216,1000,2,0,34680.0,
36208,33048,1000,2,0,34740.0,
36192,33192,1000,2,0,34800.0,
36224,31972,1000,2,0,34860.0,blankScreen_02
36200,32044,1000,2,0,34920.0,blankScreen_02
36188,32736,1000,2,0,34980.0,blankScreen_02
36228,34296,1000,2,0,35040.0,BP_02
36188,33372,1000,2,0,35100.0,BP_02
36172,33504,1000,2,0,35160.0,
36204,46172,1000,2,0,35220.0,
36204,30400,1000,2,0,35280.0,
36208,32360,1000,2,0,35340.0,
35828,33568,1000,2,0,35400.0,
35504,45248,1000,2,0,35460.0,
35048,33060,1000,2,0,35520.0,
36032,35476,1000,2,0,35580.0,
36212,32924,1000,2,0,35640.0,
36292,33404,1000,2,0,35700.0,
36300,32816,1000,2,0,35760.0,
36340,33052,1000,2,0,35820.0,
36380,32480,1000,2,0,35880.0,
36376,32332,1000,2,0,35940.0,
36374,32932,1000,2,0,36000.0,
36388,32372,1000,2,0,36060.0,
36352,33356,1000,2,0,36120.0,
36356,32464,1000,2,0,36180.0,
36376,32036,1000,2,0,36240.0,
36372,32288,1000,2,0,36300.0,
36384,32772,1000,2,0,36360.0,
36372,33652,1000,2,0,36420.0,
36408,33468,1000,2,0,36480.0,
36452,32810,1000,2,0,36540.0,
36412,32804,1000,2,0,36600.0,
36392,32700,1000,2,0,36660.0,
36384,33016,1000,2,0,36720.0,blankScreen_03
36356,33384,1000,2,0,36780.0,blankScreen_03
36432,33440,1000,2,0,36840.0,blankScreen_03
36328,32864,1000,2,0,36900.0,BP_03
36348,32528,1000,2,0,36960.0,
36448,31540,1000,2,0,37020.0,
36440,32344,1000,2,0,37080.0,
36472,32868,1000,2,0,37140.0,
31732,33322,1000,2,1,37440.0,blankScreen_04
31580,32520,1000,2,1,37500.0,blankScreen_04
31476,32716,1000,2,1,37560.0,blankScreen_04
31396,32718,1000,2,1,37620.0,BP_04
31494,31588,1000,2,1,37680.0,
31276,32108,1000,2,1,37740.0,
31216,32784,1000,2,1,37800.0,
31204,32868,1000,2,1,37860.0,
32296,28452,1000,2,1,37920.0,Exercise
35764,31296,1000,2,1,37980.0,Exercise
35191,29396,1000,2,1,38040.0,Exercise
35136,31020,1000,2,1,38100.0,Exercise
35702,25296,1000,2,1,38160.0,Exercise
35492,28968,1000,2,1,38220.0,Exercise
35800,28238,1000,2,1,38280.0,Exercise
35808,32648,1000,2,1,38340.0,Exercise
33732,33712,1000,2,1,38400.0,BP_05
31060,37272,1000,2,1,38460.0,BP_05
36024,31510,1000,2,1,38520.0,blankScreen_05
36268,32152,1000,2,1,38580.0,blankScreen_05
36312,30836,1000,2,1,38640.0,blankScreen_05
36196,31990,1000,2,1,38700.0,BP_06
36176,32948,1000,2,1,38760.0,
36234,32414,1000,2,1,38820.0,
36304,32300,1000,2,1,38880.0,
36366,31942,1000,2,1,38940.0,
36408,33652,1000,2,1,39000.0,
36368,33262,1000,2,1,39060.0,
36308,32528,1000,2,1,39120.0,
