EDA_CH1,CUSTOM/0.5/1.0/V_CH2,CUSTOM/0.5/1.0/V_CH3,Freq,Channels,File,t,Task
36224,32876,11853,1000,3,0,39900.0,
36288,32805,11075,1000,3,0,39960.0,
36268,32853,9882,1000,3,0,40020.0,
36112,4198,14640,1000,3,0,40080.0,Exercise
35432,16026,16881,1000,3,0,40140.0,Exercise
36172,38272,17288,1000,3,0,40200.0,Exercise
35892,51968,16314,1000,3,0,40260.0,Exercise
35900,50353,16622,1000,3,0,40320.0,Exercise
36120,53928,15526,1000,3,0,40380.0,Exercise
34496,41576,14856,1000,3,0,40440.0,BP_05
33718,30868,14384,1000,3,0,40500.0,BP_05
33414,65535,13653,1000,3,0,40560.0,blankScreen_05
33400,47138,11384,1000,3,0,40620.0,blankScreen_05
33818,38136,8993,1000,3,0,40680.0,blankScreen_05
33924,23129,8644,1000,3,0,40740.0,BP_06
33688,61672,8104,1000,3,0,40800.0,
33176,29484,7611,1000,3,0,40860.0,
32934,32853,7310,1000,3,0,40920.0,
32832,40572,6691,1000,3,0,40980.0,
32632,26444,6140,1000,3,0,41040.0,
